long_name,overall,potential,height_cm,weight_kg,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,cf,cm,cb,gk,AttackWorkRate,DefenseWorkRate,position_Defender,position_Forward,position_Goalkeeper,position_Midfielder,preferred_foot_Left,preferred_foot_Right,tag_Acrobat,tag_Aerial Threat,tag_Clinical Finisher,tag_Complete Defender,tag_Complete Forward,tag_Complete Midfielder,tag_Crosser,tag_Distance Shooter,tag_Dribbler,tag_Engine,tag_FK Specialist,tag_Playmaker,tag_Poacher,tag_Speedster,tag_Strength,tag_Tackling,tag_Tactician,traits_Cautious With Crosses,traits_Chip Shot (AI),traits_Comes For Crosses,traits_Dives Into Tackles (AI),traits_Early Crosser,traits_Finesse Shot,traits_Flair,traits_GK Long Throw,traits_Giant Throw-in,traits_Injury Prone,traits_Leadership,traits_Long Passer (AI),traits_Long Shot Taker (AI),traits_Long Throw-in,traits_Outside Foot Shot,traits_Playmaker (AI),traits_Power Free-Kick,traits_Power Header,traits_Rushes Out Of Goal,traits_Saves with Feet,traits_Solid Player,traits_Speed Dribbler (AI),traits_Team Player,traits_Technical Dribbler (AI)
Alanna Stephanie Kennedy,77,77,177,66,4,2,58.0,45.0,70.0,61.0,78.0,76.0,51,35,77,85,40,57,68,71,79,70,52,63,42,71,51,63,82,70,78,49,77,77,43,55,57,79.0,78,78,76,10,10,10,16,13,0.0,59,71,77,21,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caitlin Jade Foord,83,83,169,61,3,3,88.0,78.0,77.0,82.0,45.0,71.0,82,82,50,80,68,82,70,54,70,82,90,87,83,78,88,72,87,91,64,78,60,43,88,78,59,79.0,45,45,41,12,16,12,12,13,0.0,81,79,58,23,1.0,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kyah Pam Simon,78,78,164,58,4,3,78.0,75.0,71.0,80.0,36.0,67.0,62,75,31,77,81,78,60,56,67,81,79,78,89,77,72,73,69,74,67,75,57,50,81,79,75,79.0,38,32,21,8,9,9,12,13,0.0,77,75,50,20,0.5,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lydia Grace Yilkari Williams,80,80,175,63,3,1,0.0,0.0,0.0,0.0,0.0,0.0,14,13,7,22,17,16,13,17,24,19,47,49,36,74,68,50,53,36,37,19,24,21,13,37,26,60.0,21,15,14,81,75,66,89,79,48.0,28,30,27,80,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephanie-Elise Catley,83,83,171,60,2,3,86.0,68.0,80.0,78.0,78.0,75.0,84,73,75,86,65,75,82,75,76,82,83,89,82,78,74,68,77,83,75,59,66,82,70,67,52,80.0,80,77,74,14,8,15,9,8,0.0,76,80,81,21,1.0,1.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samantha May Kerr,91,91,168,66,4,4,87.0,91.0,74.0,90.0,42.0,83.0,70,93,91,78,92,90,76,68,64,92,89,85,90,91,82,91,91,87,86,89,70,24,95,79,75,92.0,44,39,30,7,12,8,16,13,0.0,89,81,61,23,1.0,1.0,0,1,0,0,0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Hayley Emma Raso,78,78,162,57,4,3,92.0,71.0,69.0,82.0,34.0,61.0,65,75,41,76,64,83,66,48,62,81,93,92,90,59,92,72,83,82,49,62,60,42,83,73,59,81.0,26,37,23,16,15,10,13,14,0.0,77,72,47,21,1.0,0.5,0,1,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
María Victoria Losada Gómez,77,77,168,61,3,3,67.0,72.0,73.0,77.0,65.0,68.0,51,72,53,82,65,76,72,69,75,80,66,67,76,75,75,71,74,68,75,74,50,62,78,80,60,79.0,62,73,64,12,11,11,14,14,0.0,75,77,68,22,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma Bonner,72,72,178,67,4,2,52.0,47.0,41.0,58.0,74.0,74.0,27,48,64,55,22,51,27,24,38,68,53,51,47,76,60,57,65,51,87,43,71,73,39,41,49,64.0,82,73,68,9,13,5,6,6,0.0,54,56,72,18,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucia Roberta Tough Bronze,89,89,171,65,3,3,85.0,77.0,82.0,83.0,88.0,89.0,87,73,82,85,66,79,88,81,80,85,85,85,86,89,82,85,92,90,90,86,82,85,73,73,62,86.0,89,91,89,10,14,16,8,15,0.0,81,85,89,23,1.0,1.0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Natasha Dowie,77,77,170,63,3,3,71.0,79.0,53.0,77.0,30.0,68.0,29,80,71,68,76,78,39,56,46,79,70,72,63,76,78,77,70,73,69,79,58,18,83,58,74,76.0,41,19,16,14,14,7,11,15,0.0,75,66,47,22,0.5,0.0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toni Duggan,77,77,168,59,3,4,77.0,77.0,67.0,76.0,29.0,71.0,59,76,68,79,77,77,53,54,54,77,76,78,66,69,76,79,77,68,80,78,50,21,83,68,67,78.0,25,27,26,13,16,15,12,13,0.0,76,70,49,23,1.0,0.0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Greenwood,83,83,168,62,3,2,72.0,61.0,79.0,73.0,84.0,82.0,75,60,83,90,43,67,70,75,89,84,71,73,65,76,70,67,89,88,75,59,89,84,47,57,85,85.0,85,84,78,12,10,12,15,14,0.0,69,80,83,23,0.5,1.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francesca Kirby,86,86,157,52,4,4,90.0,88.0,74.0,90.0,44.0,56.0,63,89,71,84,88,91,48,65,70,90,91,89,91,87,93,87,72,67,54,88,45,35,90,79,75,82.0,41,45,39,13,9,12,16,16,0.0,86,81,57,25,1.0,0.5,0,0,0,1,0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jade Ellis Moore,71,71,166,57,3,3,48.0,54.0,68.0,63.0,72.0,60.0,63,57,54,76,43,58,48,52,74,66,44,52,61,63,78,59,60,44,64,45,71,73,54,64,56,74.0,74,76,71,10,12,14,16,12,0.0,60,67,71,20,0.0,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Nobbs,81,81,160,52,3,4,78.0,77.0,81.0,83.0,67.0,63.0,74,77,50,86,73,83,83,69,80,85,82,75,80,79,85,73,68,77,57,81,58,69,82,82,66,81.0,69,72,55,9,14,13,16,17,0.0,81,81,69,24,1.0,1.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demi Lee Courtney Stokes,80,80,159,56,3,4,90.0,43.0,74.0,80.0,76.0,76.0,77,40,72,90,29,80,67,45,74,80,89,90,81,73,80,40,73,80,77,54,68,74,44,54,57,81.0,77,77,73,11,12,16,12,8,0.0,67,76,79,21,1.0,0.5,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maren Mjelde,77,77,166,63,3,3,68.0,57.0,68.0,75.0,78.0,70.0,78,56,57,70,35,75,82,47,66,73,56,78,84,76,69,71,86,63,67,46,80,83,61,57,74,75.0,82,79,76,14,11,9,16,11,0.0,66,70,77,22,0.5,1.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonie Rebekka Maier,76,76,163,62,4,3,73.0,51.0,68.0,70.0,76.0,68.0,76,52,65,71,42,65,68,55,68,70,69,76,76,71,82,60,69,73,61,44,78,76,43,56,50,81.0,80,77,75,13,16,12,9,16,0.0,61,68,75,22,1.0,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ada Martine Stolsmo Hegerberg,90,91,176,68,4,4,83.0,91.0,77.0,87.0,39.0,77.0,71,94,93,84,90,91,79,75,72,91,81,85,74,92,47,86,89,75,81,89,65,23,96,76,86,86.0,42,33,30,15,7,12,10,14,0.0,89,81,59,23,1.0,0.5,0,1,0,0,0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sarah Bouhaddi,81,81,175,68,1,1,0.0,0.0,0.0,0.0,0.0,0.0,15,13,13,29,16,17,17,21,27,28,54,52,69,82,54,56,53,34,67,18,25,22,17,62,54,35.0,12,18,15,80,74,75,83,81,53.0,34,37,31,81,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Wéndèleine Thérèse Renard,91,91,187,70,3,2,63.0,72.0,71.0,72.0,93.0,87.0,51,70,96,84,55,69,65,58,87,85,65,62,53,90,34,85,86,75,93,65,88,90,70,59,75,84.0,93,94,91,7,14,17,11,15,0.0,75,82,91,24,1.0,0.5,1,0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Amandine Chantal Henry,87,87,171,64,3,4,72.0,80.0,78.0,78.0,86.0,86.0,63,76,72,87,64,77,68,67,84,84,75,69,68,90,61,90,84,84,85,86,90,87,70,80,75,83.0,89,89,84,11,13,15,14,7,0.0,80,86,87,23,1.0,1.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guro Reiten,87,87,167,60,3,4,90.0,79.0,85.0,85.0,64.0,63.0,94,82,50,85,61,81,74,80,79,86,88,91,93,89,89,81,65,92,50,78,58,72,84,86,66,85.0,60,67,66,16,16,12,11,16,0.0,84,86,69,26,1.0,0.5,0,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaëtane Thiney,82,82,170,62,3,4,66.0,79.0,82.0,81.0,47.0,68.0,79,80,75,83,79,83,84,79,76,84,63,68,68,87,66,74,79,65,75,79,51,36,86,86,80,80.0,48,47,39,14,14,14,7,10,0.0,81,81,60,23,1.0,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sara Ilonka Däbritz,85,86,171,63,5,4,81.0,82.0,84.0,87.0,74.0,72.0,78,83,52,88,69,90,81,75,85,89,84,79,86,82,67,83,55,80,78,86,53,81,84,87,72,80.0,77,77,68,13,14,16,11,16,0.0,85,86,76,24,0.5,0.5,0,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Eugénie Anne Claudine Le Sommer,84,84,161,58,5,4,73.0,86.0,79.0,86.0,43.0,71.0,79,86,87,83,83,87,81,70,69,87,72,73,80,84,82,86,88,70,75,84,59,33,89,83,85,81.0,42,40,33,17,9,13,12,14,0.0,84,80,60,24,0.5,1.0,0,1,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Svenja Anette Huth,86,86,163,54,5,4,86.0,72.0,84.0,86.0,56.0,59.0,86,71,32,87,79,87,78,67,78,83,88,84,90,88,95,73,75,90,49,72,42,71,81,86,70,79.0,40,65,66,17,10,7,12,10,0.0,81,85,63,23,0.5,0.5,0,0,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Sandie Rose Toletti,82,83,169,59,3,4,80.0,77.0,83.0,82.0,72.0,74.0,82,73,57,85,75,84,79,80,83,82,81,79,77,81,78,82,66,78,73,83,74,79,78,82,72,81.0,64,78,74,7,15,13,12,9,0.0,80,83,75,21,1.0,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Griedge Yinda Colette Mbock Bathy Nka,84,87,172,68,3,2,70.0,55.0,67.0,66.0,86.0,85.0,59,51,89,81,44,61,52,42,78,73,65,74,60,79,53,73,81,78,89,48,86,80,53,50,65,79.0,85,90,82,7,16,12,12,15,0.0,65,74,87,23,1.0,1.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kheira Hamraoui,81,81,179,73,3,3,54.0,72.0,76.0,70.0,78.0,82.0,68,68,78,85,59,72,63,57,81,79,52,55,46,76,33,82,72,69,89,79,84,80,70,72,62,70.0,74,82,78,11,6,9,6,5,0.0,73,79,81,17,0.5,1.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viviane Marie-Louise Blanche Asseyi,80,80,163,59,3,3,88.0,73.0,74.0,78.0,50.0,70.0,78,84,70,79,68,79,69,70,60,79,87,89,79,75,78,57,70,73,77,66,49,48,78,76,74,73.0,45,52,40,8,16,13,7,13,0.0,78,74,60,20,1.0,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Laëtitia Marie Philippe,76,76,173,61,3,1,0.0,0.0,0.0,0.0,0.0,0.0,21,18,14,25,19,16,16,17,27,25,46,44,40,70,60,51,55,29,58,18,22,19,11,32,25,35.0,16,19,18,78,72,68,77,79,45.0,29,30,29,76,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amel Majri,84,84,164,54,3,5,80.0,75.0,85.0,88.0,82.0,73.0,90,78,74,87,62,89,89,84,77,89,82,78,88,83,84,77,76,59,78,70,79,84,83,81,73,85.0,84,81,78,10,16,12,14,10,0.0,83,84,84,23,1.0,1.0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Marine Dafeur,79,79,166,66,2,3,76.0,72.0,77.0,80.0,67.0,75.0,79,74,59,81,64,81,66,59,72,83,74,78,75,77,74,66,68,77,74,72,75,72,81,77,75,71.0,65,70,64,8,13,8,10,13,0.0,78,79,72,20,0.5,1.0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenza Dali,82,82,165,61,3,4,72.0,77.0,81.0,85.0,68.0,68.0,78,79,57,83,68,89,79,83,79,85,77,67,75,81,84,73,74,81,67,81,51,77,83,83,68,77.0,69,72,49,11,8,16,15,11,0.0,81,82,71,22,1.0,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rose Lavaud,75,75,158,56,3,3,80.0,65.0,69.0,81.0,52.0,58.0,68,65,44,71,59,81,61,60,64,79,79,81,87,76,88,63,34,66,55,63,61,49,77,74,73,70.0,59,54,43,12,12,7,8,15,0.0,74,72,57,21,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julie Soyer,81,81,166,60,3,3,70.0,58.0,71.0,69.0,83.0,70.0,73,49,72,79,40,63,64,71,70,76,66,73,66,89,69,75,63,69,69,66,73,86,59,58,58,70.0,85,84,79,6,8,10,10,9,0.0,68,74,81,19,1.0,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Inès Jaurena,78,78,158,55,3,3,67.0,66.0,72.0,76.0,74.0,69.0,65,67,50,80,53,75,58,53,74,79,65,69,72,79,81,65,70,74,60,65,83,82,77,73,57,72.0,72,79,69,8,11,11,13,11,0.0,73,78,74,20,0.5,1.0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anaïg Charlotte Thérese Butel,83,83,167,53,3,2,67.0,42.0,65.0,65.0,85.0,77.0,53,37,82,80,36,59,49,44,71,75,66,67,53,82,55,59,88,76,72,34,89,82,44,54,49,79.0,87,87,83,8,10,10,13,14,0.0,61,71,83,21,0.5,1.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kadidiatou Diani,88,88,168,64,4,4,90.0,83.0,82.0,88.0,53.0,74.0,84,87,70,87,74,88,72,67,74,90,89,91,89,87,85,76,53,81,82,82,52,55,91,85,71,84.0,42,59,49,15,7,7,15,13,0.0,87,85,66,23,1.0,1.0,0,1,0,0,0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
